,south G(i) [kWh/m2],east G(i) [kWh/m2],north G(i) [kWh/m2],west G(i) [kWh/m2],T2m
104,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994,1.4
105,57.06512982405878,60.14271900307093,20.540133890980155,20.540133890980155,1.1
106,55.131508060510384,49.21398826645629,35.515964827052706,35.515964827052706,2.6
107,74.17211315384911,59.892997690239525,50.563968458326464,50.563968458326464,2.7
108,80.93313029083109,59.26540335842294,56.026460772468276,56.026460772468276,3.5
109,66.79794274544408,51.31477202348177,51.31477202348177,53.230761832923335,3.4
110,42.57201632678765,37.17222381923245,37.17222381923245,39.26931941574209,3.2
111,151.21737993666454,30.37686744080462,30.37686744080462,113.79690342202386,3.0
112,2.67550851237102,2.67550851237102,2.67550851237102,2.67550851237102,1.9
113,0.0,0.0,0.0,0.0,1.1
114,0.0,0.0,0.0,0.0,1.1
115,0.0,0.0,0.0,0.0,1.6
116,0.0,0.0,0.0,0.0,1.4
117,0.0,0.0,0.0,0.0,1.5
118,0.0,0.0,0.0,0.0,1.6
119,0.0,0.0,0.0,0.0,1.7
120,0.0,0.0,0.0,0.0,0.8
121,0.0,0.0,0.0,0.0,0.2
122,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0,0.2
124,0.0,0.0,0.0,0.0,0.2
125,0.0,0.0,0.0,0.0,0.2
126,0.0,0.0,0.0,0.0,0.3
127,0.0,0.0,0.0,0.0,0.5
128,0.12499999999999999,0.12499999999999999,0.12499999999999999,0.12499999999999999,0.8
129,7.023322798354728,7.023322798354728,7.023322798354728,7.023322798354728,0.9
130,172.82480610105023,134.88547116781766,45.50538461087673,45.50538461087673,1.0
131,23.417791562220835,23.417791562220835,23.417791562220835,23.417791562220835,2.0
132,80.68740493088723,59.42217341382315,56.18411435062786,56.18411435062786,2.1
133,185.5761511817471,64.46029449438038,64.46029449438038,79.23775985181058,3.5
134,42.34969348480329,37.195713704316304,37.195713704316304,39.18966147468736,3.3
135,15.729599993622571,15.729599993622571,15.729599993622571,15.729599993622571,3.5
136,1.6015931475356004,1.6015931475356004,1.6015931475356004,1.6015931475356004,3.1
137,0.0,0.0,0.0,0.0,3.2
138,0.0,0.0,0.0,0.0,2.8
139,0.0,0.0,0.0,0.0,2.0
140,0.0,0.0,0.0,0.0,2.6
141,0.0,0.0,0.0,0.0,2.5
142,0.0,0.0,0.0,0.0,2.5
143,0.0,0.0,0.0,0.0,2.4
144,0.0,0.0,0.0,0.0,2.4
145,0.0,0.0,0.0,0.0,2.4
146,0.0,0.0,0.0,0.0,2.4
147,0.0,0.0,0.0,0.0,2.2
148,0.0,0.0,0.0,0.0,2.2
149,0.0,0.0,0.0,0.0,2.3
150,0.0,0.0,0.0,0.0,2.5
151,0.0,0.0,0.0,0.0,2.7
152,0.12499999999999999,0.12499999999999999,0.12499999999999999,0.12499999999999999,2.8
153,7.022589076957199,7.022589076957199,7.022589076957199,7.022589076957199,2.7
154,16.83354857322235,16.83354857322235,16.83354857322235,16.83354857322235,2.9
155,23.97043756500685,23.97043756500685,23.97043756500685,23.97043756500685,3.2
156,26.17105039547649,26.17105039547649,26.17105039547649,26.17105039547649,3.5
157,23.960066900646304,23.960066900646304,23.960066900646304,23.960066900646304,3.4
158,16.808852865042734,16.808852865042734,16.808852865042734,16.808852865042734,3.4
159,7.535924695070887,7.535924695070887,7.535924695070887,7.535924695070887,3.7
160,1.0665685930837148,1.0665685930837148,1.0665685930837148,1.0665685930837148,4.4
161,0.0,0.0,0.0,0.0,4.4
162,0.0,0.0,0.0,0.0,3.9
163,0.0,0.0,0.0,0.0,4.1
164,0.0,0.0,0.0,0.0,2.7
165,0.0,0.0,0.0,0.0,3.5
166,0.0,0.0,0.0,0.0,1.5
167,0.0,0.0,0.0,0.0,2.1
168,0.0,0.0,0.0,0.0,1.5
169,0.0,0.0,0.0,0.0,1.7
170,0.0,0.0,0.0,0.0,1.9
171,0.0,0.0,0.0,0.0,1.9
172,0.0,0.0,0.0,0.0,2.0
173,0.0,0.0,0.0,0.0,2.0
174,0.0,0.0,0.0,0.0,1.4
175,0.0,0.0,0.0,0.0,1.3
176,0.6249999999999999,0.6249999999999999,0.6249999999999999,0.6249999999999999,1.7
177,25.87832831472409,26.954105079387677,15.265396862426241,15.265396862426241,1.8
178,56.786601643101775,50.898622109079525,36.51451120471272,36.51451120471272,2.8
179,75.44602004682908,61.20597737869697,51.58233802132602,51.58233802132602,3.0
180,82.17981407648577,60.59652327288537,57.190056918983394,57.190056918983394,3.1
181,265.5662882367589,71.01450016479073,71.01450016479073,94.1000747252525,4.0
182,330.6819038491259,58.015589029287,58.015589029287,162.74854437391613,3.9
